toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,target
1000.01,50365310,PC,07h29m25.85s,112.357708,-12d41m45.46s,-12.69596,-5.964,0.085,-0.085,0,-0.076,0.072,-0.072,0,2459229.630046,0.001657,-0.001657,0,2.1713484,0.0002637,-0.0002637,0,2.0172196,0.3195879,-0.3195879,0,656.8860989,37.77821,-37.77821,0,5.8181633,1.9105465,-1.9105465,0,22601.9485814,NaN,NaN,NaN,3127.2040524,NaN,NaN,NaN,9.604,0.013,-0.013,0,485.735,11.9515,-11.9515,0,10249,264.7,-264.7,0,4.19,0.07,-0.07,0,2.16986,0.0725729,-0.0725729,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1001.01,88863718,PC,08h10m19.31s,122.580465,-05d30m49.87s,-5.513852,-4.956,0.102,-0.102,0,-15.555,0.072,-0.072,0,2459987.948873,0.001916,-0.001916,0,1.9316462,5.3e-06,-5.3e-06,0,3.166,0.647,-0.647,0,1286,1186.49,-1186.49,0,11.2154,2.6242,-2.6242,0,44464.5,NaN,NaN,NaN,4045,NaN,NaN,NaN,9.42344,0.006,-0.006,0,295.862,5.91,-5.91,0,7070,126.4,-126.4,0,4.03,0.09,-0.09,0,2.01,0.09,-0.09,0,24-Jul-2019 15:58:33,04-Apr-2023 14:00:02,0
1002.01,124709665,PC,06h58m54.47s,104.726966,-10d34m49.64s,-10.580455,-1.462,0.206,-0.206,0,-2.249,0.206,-0.206,0,2459224.687802,0.000625,-0.000625,0,1.8675574,3e-06,-3e-06,0,1.408,0.184,-0.184,0,1500,1.7584,-1.7584,0,23.7529,NaN,NaN,0,2860.61,NaN,NaN,NaN,2037,NaN,NaN,NaN,9.299501,0.058,-0.058,0,943.109,106.333,-106.333,0,8924,124,-124,0,NaN,NaN,NaN,0,5.73,NaN,NaN,0,24-Jul-2019 15:58:33,11-Jul-2022 14:00:01,0
1003.01,106997505,FP,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.939,0.041,-0.041,0,1.64,0.055,-0.055,0,2458493.3957,0.00535,-0.00535,0,2.74323,0.00108,-0.00108,0,3.167,0.642,-0.642,0,383.41,0.781988,-0.781988,0,NaN,NaN,NaN,0,1177.36,NaN,NaN,NaN,1631,NaN,NaN,NaN,9.3003,0.037,-0.037,0,7728.17,1899.57,-1899.57,0,5388.5,567,-567,0,4.15,1.64,-1.64,0,NaN,NaN,NaN,0,24-Jul-2019 15:58:33,23-Feb-2022 14:00:01,0
1004.01,238597883,PC,08h08m42.77s,122.178195,-48d48m10.12s,-48.802811,-4.496,0.069,-0.069,0,9.347,0.062,-0.062,0,2459987.047262,0.003748,-0.003748,0,3.5730141,1.28e-05,-1.28e-05,0,3.37,1.029,-1.029,0,755,1306.55,-1306.55,0,11.3113,3.24714,-3.24714,0,54679.3,NaN,NaN,NaN,4260,NaN,NaN,NaN,9.1355,0.006,-0.006,0,356.437,4.6175,-4.6175,0,9219,171.1,-171.1,0,4.14,0.07,-0.07,0,2.15,0.06,-0.06,0,24-Jul-2019 15:58:33,08-Mar-2023 14:00:02,0
1005.01,169904935,FP,08h02m49.15s,120.704811,-11d06m05.48s,-11.101521,-26.932,1.935,-1.935,0,-2.901,2.06,-2.06,0,2458492.5552,0.00106,-0.00106,0,4.55072,0.00033,-0.00033,0,2.599,0.284,-0.284,0,3620,2.1771,-2.1771,0,6.54449,0.45717,-0.45717,0,254.05,NaN,NaN,NaN,1112,NaN,NaN,NaN,9.1309,0.006,-0.006,0,100.711,14.121,-14.121,0,5613,179.9,-179.9,0,NaN,NaN,NaN,0,1.09,0.07,-0.07,0,24-Jul-2019 15:58:33,23-Feb-2022 14:00:01,0
1006.01,156115721,PC,08h17m26.22s,124.359239,-27d16m24.68s,-27.273521,-29.1,2.6,-2.6,0,-6.8,2.2,-2.2,0,2459229.984579,0.002159,-0.002159,0,2.5047918,0.0004076,-0.0004076,0,4.3797563,0.1036554,-0.1036554,0,2270.5402194,81.38088,-81.38088,0,8.6950898,8.438766,-8.438766,0,1750.932635,NaN,NaN,NaN,1649.8220699,NaN,NaN,NaN,9.2386,0.006,-0.006,0,NaN,NaN,NaN,0,6616,200,-200,0,NaN,NaN,NaN,0,1.53429,1.4887,-1.4887,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1007.01,65212867,PC,07h31m00.57s,112.752393,-04d27m48.09s,-4.463359,0.357,0.058,-0.058,0,3.399,0.045,-0.045,0,2459247.930695,0.0013,-0.0013,0,6.9989206,1.37e-05,-1.37e-05,0,3.953,0.437,-0.437,0,2840,0.943618,-0.943618,0,14.7752,0.764705,-0.764705,0,448.744,NaN,NaN,NaN,1282,NaN,NaN,NaN,8.87759,0.006,-0.006,0,283.291,3.0025,-3.0025,0,6596,139.2,-139.2,0,3.71,0.09,-0.09,0,2.7,0.13,-0.13,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1008.01,440801822,FP,07h17m31.88s,109.382839,+13d23m42.79s,13.395219,-17.9,1.1,-1.1,0,1.3,1,-1,0,2458492.52135,0.00579,-0.00579,0,2.04936,0.00105,-0.00105,0,2.234,0.401,-0.401,0,249.5,0.564034,-0.564034,0,1.71607,0.318238,-0.318238,0,2107.05,NaN,NaN,NaN,1887,NaN,NaN,NaN,8.9362,0.012,-0.012,0,144.297,NaN,NaN,0,6858.5,584.6,-584.6,0,4.2,1.9,-1.9,0,0.99,0.18,-0.18,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1009.01,107782586,PC,07h26m40.28s,111.667845,-24d27m43.6s,-24.462111,-3.297,0.319,-0.319,0,4.849,0.358,-0.358,0,2459252.751357,0.001632,-0.001632,0,1.9600296,5e-06,-5e-06,0,1.842,0.158,-0.158,0,2100,922.582,-922.582,0,NaN,NaN,NaN,0,26538.5,NaN,NaN,NaN,3555,NaN,NaN,NaN,8.4331,0.028,-0.028,0,866.147,172.097,-172.097,0,8868.7,809.8,-809.8,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
101.01,231663901,KP,21h14m56.88s,318.737012,-55d52m18.71s,-55.871863,12.641,0.044,-0.044,0,-16.011,0.041,-0.041,0,2459036.904104,0.000393,-0.000393,0,1.4303691,9e-07,-9e-07,0,1.6438728,0.0187562,-0.0187562,0,19151.2162143,197.45049,-197.45049,0,13.2504933,0.6606899,-0.6606899,0,1281.241792,NaN,NaN,NaN,1525.9050967,NaN,NaN,NaN,12.4069,0.006,-0.006,0,375.31,4.411,-4.411,0,5600,NaN,NaN,0,4.48851,NaN,NaN,0,0.890774,0.0438467,-0.0438467,0,05-Sep-2018 18:49:20,29-Oct-2021 13:06:46,0
1010.01,139853601,PC,07h29m10.56s,112.293981,-21d49m58.48s,-21.832912,-5.746,0.176,-0.176,0,4.502,0.261,-0.261,0,2459228.878101,0.000791,-0.000791,0,0.6808702,3.9e-05,-3.9e-05,0,2.4634563,0.0557065,-0.0557065,0,1507.8006889,39.971123,-39.971123,0,5.9115908,1.5360428,-1.5360428,0,87140.6995884,NaN,NaN,NaN,4382.0266062,NaN,NaN,NaN,8.45086,0.006,-0.006,0,485.122,36.246,-36.246,0,9438,782,-782,0,NaN,NaN,NaN,0,1,NaN,NaN,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1011.01,114018671,PC,07h35m56.34s,113.984761,-32d50m31.2s,-32.841999,145.102,0.046,-0.046,0,-134.901,0.052,-0.052,0,2459984.627768,0.002619,-0.002619,0,2.4704981,7.3e-06,-7.3e-06,0,2.191,0.482,-0.482,0,250,18.1279,-18.1279,0,1.44656,0.107503,-0.107503,0,575.597,NaN,NaN,NaN,1364,NaN,NaN,NaN,8.2388,0.006,-0.006,0,52.62,0.0793,-0.0793,0,5413.7,132.8,-132.8,0,4.46,0.09,-0.09,0,0.94,0.05,-0.05,0,24-Jul-2019 15:58:33,22-Mar-2023 14:00:01,0
1012.01,427508467,PC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,0.202,-0.202,0,-0.029,0.106,-0.106,0,2459252.509595,0.000369,-0.000369,0,0.884182,7e-07,-7e-07,0,1.621,0.035,-0.035,0,1890,311.366,-311.366,0,24.8132,5.41599,-5.41599,0,112144,NaN,NaN,NaN,5098,NaN,NaN,NaN,8.12718,0.006,-0.006,0,295.959,11.315,-11.315,0,8928,128.7,-128.7,0,3.92,0.08,-0.08,0,2.72,0.13,-0.13,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1013.01,97700520,PC,07h09m08.66s,107.286063,-31d56m00.68s,-31.933523,-3.973,0.063,-0.063,0,7.061,0.071,-0.071,0,2459232.248322,0.000512,-0.000512,0,5.4255548,0.0002073,-0.0002073,0,3.9637474,0.0211401,-0.0211401,0,14939.6342222,238.97354,-238.97354,0,NaN,NaN,NaN,0,273.5880696,NaN,NaN,NaN,1037.2753045,NaN,NaN,NaN,7.6095,0.006,-0.006,0,510.295,9.32,-9.32,0,8868.7,809.8,-809.8,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,24-Jul-2019 15:58:33,29-Oct-2021 13:06:46,0
1014.01,96246348,PC,06h54m14.78s,103.561602,-34d13m22.15s,-34.22282,-13.063,0.078,-0.078,0,9.737,0.141,-0.141,0,2459985.657041,0.000309,-0.000309,0,1.4095041,7e-07,-7e-07,0,1.125,0.167,-0.167,0,3846,700.964,-700.964,0,NaN,NaN,NaN,0,11266.5,NaN,NaN,NaN,2870,NaN,NaN,NaN,7.678,0.012,-0.012,0,224.672,2.8445,-2.8445,0,9307,938.9,-938.9,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,24-Jul-2019 15:58:33,04-Apr-2023 14:00:02,0
1015.01,155044736,PC,08h11m35.03s,122.895964,-27d58m18.83s,-27.971896,1.566,0.052,-0.052,0,-17.974,0.053,-0.053,0,2459963.610065,0.004221,-0.004221,0,1.3737272,0.0004058,-0.0004058,0,2.4737695,0.2166924,-0.2166924,0,1263.2278718,254.39607,-254.39607,0,31.8858022,7.1109533,-7.1109533,0,3158.5452985,NaN,NaN,NaN,1912.0160212,NaN,NaN,NaN,10.7069,0.008,-0.008,0,906.496,28.8415,-28.8415,0,4897,122,-122,0,NaN,NaN,NaN,0,6.7996101,NaN,NaN,0,01-Apr-2019 16:51:56,29-Jun-2023 14:00:01,0
1016.01,175310067,FP,07h44m26.59s,116.110771,-36d05m53.83s,-36.098285,-9.231,0.048,-0.048,0,11.614,0.052,-0.052,0,2459238.831138,0.006715,-0.006715,0,12.6889415,0.0095088,-0.0095088,0,7.9201001,0.5393766,-0.5393766,0,3232.8527885,235.25328,-235.25328,0,14.0608342,15.241591,-15.241591,0,425.1594177,NaN,NaN,NaN,1158.1310368,NaN,NaN,NaN,10.6257,0.006,-0.006,0,368.646,3.784,-3.784,0,7601,135.8,-135.8,0,4.31,0.08,-0.08,0,1.53641,0.0479799,-0.0479799,0,01-Apr-2019 16:52:03,29-Oct-2021 13:06:46,0
1017.01,182943944,FP,08h18m54.34s,124.726411,-37d46m59.7s,-37.78325,-11.278,0.045,-0.045,0,9.593,0.045,-0.045,0,2458518.96536,0.00137,-0.00137,0,1.10422,0.00013,-0.00013,0,2.37,0.062,-0.062,0,14177.7,843.788,-843.788,0,21.0448,5.22012,-5.22012,0,39459.3,NaN,NaN,NaN,3926,NaN,NaN,NaN,10.6019,0.006,-0.006,0,406.997,4.7245,-4.7245,0,6995.2,157,-157,0,4.07,0.55,-0.55,0,1.61,0.07,-0.07,0,24-Jul-2019 17:08:12,29-Oct-2021 13:06:46,0
1018.01,291555748,FP,07h26m51.84s,111.716019,-50d15m59.64s,-50.266567,-8.018,0.049,-0.049,0,11.56,0.047,-0.047,0,2458492.78078,0.00073,-0.00073,0,4.95912,0.00016,-0.00016,0,2.509,0.13,-0.13,0,7440,197.962,-197.962,0,22.9123,3.28055,-3.28055,0,673.55,NaN,NaN,NaN,1419,NaN,NaN,NaN,10.6254,0.006,-0.006,0,360.541,2.9645,-2.9645,0,5889,124.3,-124.3,0,3.86,0.07,-0.07,0,2,0.09,-0.09,0,01-Apr-2019 16:52:01,29-Oct-2021 13:06:46,0
1019.01,341420329,PC,08h00m35.52s,120.147994,-54d52m42.79s,-54.878552,-11.732,0.047,-0.047,0,2.586,0.061,-0.061,0,2459232.446777,0.000216,-0.000216,0,5.2340964,2.66e-05,-2.66e-05,0,3.6909047,0.0163885,-0.0163885,0,20542.2936714,71.021614,-71.021614,0,24.087882,0.7445164,-0.7445164,0,1453.6680068,NaN,NaN,NaN,1574.8386241,NaN,NaN,NaN,10.6348,0.006,-0.006,0,399.544,4.1635,-4.1635,0,7645,134.4,-134.4,0,4.3,0.08,-0.08,0,1.56203,0.0481257,-0.0481257,0,24-Jul-2019 17:08:12,29-Oct-2021 13:06:46,0
102.01,149603524,KP,05h48m33.56s,87.139821,-63d59m17.98s,-63.988329,-15.641,0.037,-0.037,0,26.046,0.037,-0.037,0,2460011.43897,0.000187,-0.000187,0,4.4119378,1e-06,-1e-06,0,3.728,0.081,-0.081,0,15219,72.043,-72.043,0,15.569,0.696432,-0.696432,0,782.274,NaN,NaN,NaN,1473,NaN,NaN,NaN,9.7109,0.006,-0.006,0,175.631,0.588,-0.588,0,6280,NaN,NaN,0,4.32092,NaN,NaN,0,1.21,0.05,-0.05,0,07-May-2019 17:42:37,04-Apr-2023 14:00:02,0
1020.01,140706664,FP,08h33m31.67s,128.381976,-43d49m42.32s,-43.828421,-5.814,0.051,-0.051,0,4.328,0.047,-0.047,0,2458521.29108,0.00241,-0.00241,0,3.28892,0.00066,-0.00066,0,3.793,0.202,-0.202,0,10518.9,530.608,-530.608,0,NaN,NaN,NaN,0,29832.6,NaN,NaN,NaN,3661,NaN,NaN,NaN,10.7173,0.013,-0.013,0,906.827,23.8635,-23.8635,0,8734.2,283.6,-283.6,0,4.1,1.45,-1.45,0,NaN,NaN,NaN,0,24-Jul-2019 17:08:12,29-Oct-2021 13:06:46,0
1021.01,143994283,FP,07h57m12.18s,119.30075,-42d59m56.94s,-42.999149,-3.211,0.046,-0.046,0,-15.082,0.051,-0.051,0,2458492.90429,0.00426,-0.00426,0,1.90879,0.00035,-0.00035,0,1.909,0.231,-0.231,0,618.482,1.43774,-1.43774,0,3.34688,0.217749,-0.217749,0,985.807,NaN,NaN,NaN,1561,NaN,NaN,NaN,10.5551,0.006,-0.006,0,235.974,1.579,-1.579,0,6022.6,133.5,-133.5,0,4.52,0.39,-0.39,0,1.22,0.05,-0.05,0,24-Jul-2019 17:08:12,29-Oct-2021 13:06:46,0
1022.01,47384844,PC,10h51m51.58s,162.96491,-05d47m19.35s,-5.788708,-15.787,0.09,-0.09,0,-11.849,0.077,-0.077,0,2458547.448,0.00834,-0.00834,0,3.09574,0.00677,-0.00677,0,4.475,1.196,-1.196,0,380,NaN,NaN,0,3.4262,0.778713,-0.778713,0,18087.9,NaN,NaN,NaN,3230,NaN,NaN,NaN,8.72924,0.007,-0.007,0,120.666,1.068,-1.068,0,6084,111,-111,0,4.13,0.3,-0.3,0,1.41,0.05,-0.05,0,04-Jun-2019 14:32:44,08-Dec-2021 14:00:01,0
1023.01,238374636,FP,08h03m21.05s,120.837688,-51d20m44.25s,-51.345626,-23.366,0.042,-0.042,0,22.652,0.04,-0.04,0,2459303.303969,0.003015,-0.003015,0,1.3214483,2.31e-05,-2.31e-05,0,3.435,0.071,-0.071,0,2180,137.946,-137.946,0,21.8839,4.01475,-4.01475,0,35623.2,NaN,NaN,NaN,3827,NaN,NaN,NaN,9.697,0.006,-0.006,0,316.398,2.247,-2.247,0,5050.8,86.8,-86.8,0,3.56,0.4,-0.4,0,2.99,0.15,-0.15,0,24-Jul-2019 18:44:12,08-Dec-2021 14:00:01,0
1024.01,141482386,FP,05h47m16.97s,86.820714,-72d25m21.4s,-72.422611,1.128,0.044,-0.044,0,11.563,0.047,-0.047,0,2458339.72276,0.00592,-0.00592,0,18.0157,0.00015,-0.00015,0,2.524,0.403,-0.403,0,610,1.66317,-1.66317,0,21.644,NaN,NaN,0,7.64364,NaN,NaN,NaN,463,NaN,NaN,NaN,10.0814,0.006,-0.006,0,692.266,12.113,-12.113,0,4709,122,-122,0,NaN,NaN,NaN,0,7.61,NaN,NaN,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
1025.01,297967252,PC,09h30m05.08s,142.521159,-51d31m01.61s,-51.517114,-19.153,0.168,-0.168,0,11.046,0.178,-0.178,0,2459997.71748,0.001327,-0.001327,0,9.6837739,2.73e-05,-2.73e-05,0,2.379,0.158,-0.158,0,4765,1365.99,-1365.99,0,NaN,NaN,NaN,0,871.997,NaN,NaN,NaN,1513,NaN,NaN,NaN,5.5324,0.006,-0.006,0,129.838,1.713,-1.713,0,8598.7,1245.7,-1245.7,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,24-Jul-2019 18:44:12,13-Apr-2023 14:00:01,0
1026.01,388624270,PC,08h21m44.31s,125.434634,-51d45m33.99s,-51.759442,47.228,0.047,-0.047,0,-6.325,0.039,-0.039,0,2459237.459734,0.006504,-0.006504,0,14.2694372,0.0092187,-0.0092187,0,6.9350494,0.466316,-0.466316,0,1246.3921871,94.588425,-94.588425,0,3.7255381,0.2679282,-0.2679282,0,51.2588496,NaN,NaN,NaN,682.4360542,NaN,NaN,NaN,9.9138,0.006,-0.006,0,105.677,0.2575,-0.2575,0,5690,129,-129,0,4.58,0.08,-0.08,0,0.853898,0.0413895,-0.0413895,0,11-Jun-2019 14:45:00,29-Oct-2021 13:06:46,0
1027.01,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460037.86905,0.001406,-0.001406,0,3.2834565,4.6e-06,-4.6e-06,0,1.537,0.709,-0.709,0,1558,185.42,-185.42,0,2.87648,0.314177,-0.314177,0,161.092,NaN,NaN,NaN,992,NaN,NaN,NaN,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,24-Jul-2019 18:44:12,05-May-2023 14:00:01,0
1027.02,20318757,,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460032.53325,0.002913,-0.002913,0,11.02875,3.54e-05,-3.54e-05,0,2.715,0.404,-0.404,0,1694,104.432,-104.432,0,2.76586,0.268927,-0.268927,0,15.0463,NaN,NaN,NaN,548,NaN,NaN,NaN,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,03-Jun-2021 22:37:59,05-May-2023 14:00:01,0
1027.03,20318757,,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,0.073,-0.073,0,12.992,0.057,-0.057,0,2460032.57304,0.002567,-0.002567,0,5.0113292,1.2e-05,-1.2e-05,0,1.024,0.471,-0.471,0,1210,182.035,-182.035,0,2.52314,0.302798,-0.302798,0,17.1793,NaN,NaN,NaN,567,NaN,NaN,NaN,10.2103,0.006,-0.006,0,56.3449,0.13245,-0.13245,0,4272,122.7,-122.7,0,4.6,0.11,-0.11,0,0.68,0.06,-0.06,0,18-May-2023 23:08:27,19-May-2023 14:00:31,0
1028.01,447283466,FP,10h28m23.6s,157.098337,-51d42m19.47s,-51.705409,30.65,0.054,-0.054,0,-33.906,0.056,-0.056,0,2458544.48066,0.00412,-0.00412,0,1.01606,0.00034,-0.00034,0,2.843,0.278,-0.278,0,240,0.375709,-0.375709,0,1.20704,0.0989898,-0.0989898,0,2784.04,NaN,NaN,NaN,2023,NaN,NaN,NaN,7.9059,0.006,-0.006,0,23.7748,0.02025,-0.02025,0,4634,120.9,-120.9,0,4.64,0.09,-0.09,0,0.68,0.05,-0.05,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
1029.01,374908020,FP,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2458365.89313,0.00096,-0.00096,0,36.22214,0.00046,-0.00046,0,5.107,0.188,-0.188,0,7170,228.173,-228.173,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.841,0,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,11-Jun-2019 14:45:03,08-Dec-2021 14:00:01,0
103.01,336732616,KP,20h49m49.8s,312.457488,-24d25m43.3s,-24.428694,10.426,0.07,-0.07,0,15.62,0.051,-0.051,0,2458327.25256,0.000586,-0.000586,0,3.547854,0.000149,-0.000149,0,3.494333,0.049205,-0.049205,0,10424.3718,123.359314,-123.359314,0,14.581841,0.196435,-0.196435,0,1212.004376,NaN,NaN,NaN,1504.858953,NaN,NaN,NaN,11.5232,0.008,-0.008,0,411.211,7.752,-7.752,0,6351,NaN,NaN,0,4.22896,NaN,NaN,0,1.4,NaN,NaN,0,05-Sep-2018 18:49:20,29-Oct-2021 13:06:46,0
1030.01,464296022,FP,10h23m19.55s,155.831478,-57d35m24.89s,-57.590248,-26.184,2.184,-2.184,0,22.489,1.073,-1.073,0,2460054.783937,0.000628,-0.000628,0,12.1246519,1.03e-05,-1.03e-05,0,4.612,0.667,-0.667,0,7279,6484.95,-6484.95,0,17.6729,2.59688,-2.59688,0,207.32,NaN,NaN,NaN,1057,NaN,NaN,NaN,9.5706,0.006,-0.006,0,78.41273,2.83992,-2.83992,0,4807.6,60,-60,0,4.17,0.36,-0.36,0,1.07,0.03,-0.03,0,24-Jul-2019 18:44:12,31-May-2023 14:00:01,0
1031.01,304021498,PC,09h23m32.13s,140.88389,-67d01m33.62s,-67.026006,-23.901,0.042,-0.042,0,3.03,0.047,-0.047,0,2459282.239861,0.002046,-0.002046,0,5.6496834,0.0008136,-0.0008136,0,2.5612882,0.407146,-0.407146,0,1194.3338558,103.68587,-103.68587,0,6.7892616,2.551151,-2.551151,0,1226.2203257,NaN,NaN,NaN,1509.2524073,NaN,NaN,NaN,9.7318,0.006,-0.006,0,270.771,1.6275,-1.6275,0,6415.4,103.2,-103.2,0,3.98,0.08,-0.08,0,1.9220001,0.0794221,-0.0794221,0,25-Jun-2019 15:58:39,29-Oct-2021 13:06:46,0
1032.01,146589986,PC,10h36m53.16s,159.221506,-42d32m29.9s,-42.541639,-15.15,0.072,-0.072,0,6.437,0.087,-0.087,0,2459283.829887,0.001435,-0.001435,0,5.664473,0.0007689,-0.0007689,0,3.6459666,0.1205842,-0.1205842,0,3449.5814551,161.11594,-161.11594,0,14.3057012,0.8767856,-0.8767856,0,7657.4773686,NaN,NaN,NaN,2385.8392559,NaN,NaN,NaN,9.7611,0.006,-0.006,0,587.196,18.7865,-18.7865,0,10395,320.6,-320.6,0,4.13,0.07,-0.07,0,2.3383701,0.109357,-0.109357,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
1033.01,149601557,PC,05h49m07.82s,87.282586,-60d29m54.4s,-60.498444,8.9,3.1,-3.1,0,20.7,2.2,-2.2,0,2459179.54455,0.002126,-0.002126,0,29.0162503,0.0001146,-0.0001146,0,6.507,0.763,-0.763,0,1440,1.89359,-1.89359,0,9.84223,NaN,NaN,0,159.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0163,0.006,-0.006,0,219.94,NaN,NaN,0,6113.1,NaN,NaN,0,NaN,NaN,NaN,0,2.01,NaN,NaN,0,11-Jun-2019 14:45:00,29-Oct-2021 13:06:46,0
1034.01,400595342,PC,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578,-4.837,0.063,-0.063,0,4.109,0.062,-0.062,0,2459283.337537,0.003484,-0.003484,0,3.6344692,0.0009773,-0.0009773,0,2.5339234,0.5744699,-0.5744699,0,628.699015,56.304756,-56.304756,0,4.2048368,2.1508167,-2.1508167,0,5420.178349,NaN,NaN,NaN,2188.3820499,NaN,NaN,NaN,9.8174,0.006,-0.006,0,363.44,4.983,-4.983,0,9810,173.7,-173.7,0,4.43,0.06,-0.06,0,1.60776,0.0427739,-0.0427739,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
1035.01,361413119,PC,09h36m36.07s,144.150273,-61d34m59.46s,-61.583182,-9.506,0.239,-0.239,0,16.897,0.207,-0.207,0,2459311.16903,0.001083,-0.001083,0,6.0742782,0.0002066,-0.0002066,0,2.5468064,0.0671077,-0.0671077,0,6039.9909482,123.96505,-123.96505,0,31.3717884,15.746507,-15.746507,0,1487.6197932,NaN,NaN,NaN,1583.9546259,NaN,NaN,NaN,10.1126,0.006,-0.006,0,347.556,13.63,-13.63,0,5964,128.4,-128.4,0,3.7,0.09,-0.09,0,2.4303801,0.151568,-0.151568,0,24-Jul-2019 18:44:12,23-Mar-2022 14:00:01,0
1036.01,146172354,PC,10h31m28.11s,157.867112,-42d14m25.61s,-42.240448,10.992,0.037,-0.037,0,-57.748,0.049,-0.049,0,2460037.172273,0.001095,-0.001095,0,3.7795212,4e-06,-4e-06,0,2.952,0.158,-0.158,0,2761,60.2474,-60.2474,0,5.98375,0.311897,-0.311897,0,466.528,NaN,NaN,NaN,1294,NaN,NaN,NaN,10.2855,0.006,-0.006,0,184.015,0.962,-0.962,0,5771,132.3,-132.3,0,4.31,0.08,-0.08,0,1.18,0.06,-0.06,0,24-Jul-2019 18:44:12,05-May-2023 14:00:01,0
1037.01,363260203,PC,09h49m32.44s,147.385172,-63d18m23.32s,-63.306478,-19.687,0.07,-0.07,0,10.953,0.068,-0.068,0,2459308.305635,0.00177,-0.00177,0,1.2013272,0.0001542,-0.0001542,0,3.4475374,0.3109844,-0.3109844,0,427.3925883,23.527243,-23.527243,0,3.7397226,0.9475492,-0.9475492,0,22275.435005,NaN,NaN,NaN,3115.8482486,NaN,NaN,NaN,9.0211,0.006,-0.006,0,279.698,3.279,-3.279,0,9158,171.4,-171.4,0,4.32,0.07,-0.07,0,1.7416101,0.0494849,-0.0494849,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
1038.01,90544017,FP,08h33m49.11s,128.454638,-49d56m25.25s,-49.940347,-15.5,1.6,-1.6,0,7,1.5,-1.5,0,2459273.371643,0.002025,-0.002025,0,3.2235985,1.38e-05,-1.38e-05,0,2.159,0.452,-0.452,0,680,1.13,-1.13,0,5.51341,NaN,NaN,0,2064.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7157,0.006,-0.006,0,280.765,NaN,NaN,0,8904,239.9,-239.9,0,4.09,1.36,-1.36,0,2.17,NaN,NaN,0,24-Jul-2019 18:44:12,29-Oct-2021 13:06:46,0
